rok,pohlavi,vek,okres_lau_kod,okres_nazev,kraj_nuts_kod,kraj_nazev,pocet_vysetreni,populace
2018,Z,80-84,CZ0208,Nymburk,CZ020,Středočeský kraj,142,1259
2018,Z,80-84,CZ0209,Praha-východ,CZ020,Středočeský kraj,206,1650
2018,Z,80-84,CZ020A,Praha-západ,CZ020,Středočeský kraj,144,1295
2018,Z,80-84,CZ020B,Příbram,CZ020,Středočeský kraj,231,1677
2018,Z,80-84,CZ020C,Rakovník,CZ020,Středočeský kraj,123,744
2018,Z,80-84,CZ0311,České Budějovice,CZ031,Jihočeský kraj,322,2593
2018,Z,80-84,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,117,669
2018,Z,80-84,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,206,1324
2018,Z,80-84,CZ0314,Písek,CZ031,Jihočeský kraj,112,1142
2018,Z,80-84,CZ0315,Prachatice,CZ031,Jihočeský kraj,45,683
2018,Z,80-84,CZ0316,Strakonice,CZ031,Jihočeský kraj,77,1077
2018,Z,80-84,CZ0317,Tábor,CZ031,Jihočeský kraj,267,1643
2018,Z,80-84,CZ0321,Domažlice,CZ032,Plzeňský kraj,90,778
2018,Z,80-84,CZ0322,Klatovy,CZ032,Plzeňský kraj,151,1305
2018,Z,80-84,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,527,2967
2018,Z,80-84,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,134,824
2018,Z,80-84,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,135,931
2018,Z,80-84,CZ0326,Rokycany,CZ032,Plzeňský kraj,54,684
2018,Z,80-84,CZ0327,Tachov,CZ032,Plzeňský kraj,128,592
2018,Z,80-84,CZ0411,Cheb,CZ041,Karlovarský kraj,117,1125
2018,Z,80-84,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,340,1767
2018,Z,80-84,CZ0413,Sokolov,CZ041,Karlovarský kraj,228,1144
2018,Z,80-84,CZ0421,Děčín,CZ042,Ústecký kraj,217,1571
2018,Z,80-84,CZ0422,Chomutov,CZ042,Ústecký kraj,222,1372
2018,Z,80-84,CZ0423,Litoměřice,CZ042,Ústecký kraj,233,1538
2018,Z,80-84,CZ0424,Louny,CZ042,Ústecký kraj,122,1056
2018,Z,80-84,CZ0425,Most,CZ042,Ústecký kraj,191,1331
2018,Z,80-84,CZ0426,Teplice,CZ042,Ústecký kraj,183,1412
2018,Z,80-84,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,214,1509
2018,Z,80-84,CZ0511,Česká Lípa,CZ051,Liberecký kraj,114,1161
2018,Z,80-84,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,168,1124
2018,Z,80-84,CZ0513,Liberec,CZ051,Liberecký kraj,273,2063
2018,Z,80-84,CZ0514,Semily,CZ051,Liberecký kraj,139,1121
2018,Z,80-84,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,309,2585
2018,Z,80-84,CZ0522,Jičín,CZ052,Královéhradecký kraj,118,1131
2018,Z,80-84,CZ0523,Náchod,CZ052,Královéhradecký kraj,237,1651
2018,Z,80-84,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,134,1080
2018,Z,80-84,CZ0525,Trutnov,CZ052,Královéhradecký kraj,195,1616
2018,Z,80-84,CZ0531,Chrudim,CZ053,Pardubický kraj,198,1564
2018,Z,80-84,CZ0532,Pardubice,CZ053,Pardubický kraj,282,2655
2018,Z,80-84,CZ0533,Svitavy,CZ053,Pardubický kraj,148,1395
2018,Z,80-84,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,234,1913
2018,Z,80-84,CZ0631,Havlíčkův Brod,CZ063,Vysočina,166,1500
2018,Z,80-84,CZ0632,Jihlava,CZ063,Vysočina,171,1650
2018,Z,80-84,CZ0633,Pelhřimov,CZ063,Vysočina,103,1230
2018,Z,80-84,CZ0634,Třebíč,CZ063,Vysočina,241,1638
2018,Z,80-84,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,214,1862
2018,Z,80-84,CZ0641,Blansko,CZ064,Jihomoravský kraj,146,1625
2018,Z,80-84,CZ0642,Brno-město,CZ064,Jihomoravský kraj,1024,5829
2018,Z,80-84,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,357,2846
2018,Z,80-84,CZ0644,Břeclav,CZ064,Jihomoravský kraj,122,1549
2018,Z,80-84,CZ0645,Hodonín,CZ064,Jihomoravský kraj,187,2410
2018,Z,80-84,CZ0646,Vyškov,CZ064,Jihomoravský kraj,131,1308
2018,Z,80-84,CZ0647,Znojmo,CZ064,Jihomoravský kraj,131,1465
2018,Z,80-84,CZ0711,Jeseník,CZ071,Olomoucký kraj,40,506
2018,Z,80-84,CZ0712,Olomouc,CZ071,Olomoucký kraj,649,3366
2018,Z,80-84,CZ0713,Prostějov,CZ071,Olomoucký kraj,211,1685
2018,Z,80-84,CZ0714,Přerov,CZ071,Olomoucký kraj,224,2089
2018,Z,80-84,CZ0715,Šumperk,CZ071,Olomoucký kraj,289,1712
2018,Z,80-84,CZ0721,Kroměříž,CZ072,Zlínský kraj,158,1634
2018,Z,80-84,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,221,2411
2018,Z,80-84,CZ0723,Vsetín,CZ072,Zlínský kraj,261,2204
2018,Z,80-84,CZ0724,Zlín,CZ072,Zlínský kraj,337,3116
2018,Z,80-84,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,155,1212
2018,Z,80-84,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,272,2740
2018,Z,80-84,CZ0803,Karviná,CZ080,Moravskoslezský kraj,430,3402
2018,Z,80-84,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,228,1919
2018,Z,80-84,CZ0805,Opava,CZ080,Moravskoslezský kraj,290,2401
2018,Z,80-84,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,640,4372
2018,Z,85+,CZ0100,Praha,CZ010,Hlavní město Praha,1179,19129
2018,Z,85+,CZ0201,Benešov,CZ020,Středočeský kraj,69,1285
2018,Z,85+,CZ0202,Beroun,CZ020,Středočeský kraj,31,1073
2018,Z,85+,CZ0203,Kladno,CZ020,Středočeský kraj,77,2008
2018,Z,85+,CZ0204,Kolín,CZ020,Středočeský kraj,41,1364
2018,Z,85+,CZ0205,Kutná Hora,CZ020,Středočeský kraj,34,1099
2018,Z,85+,CZ0206,Mělník,CZ020,Středočeský kraj,56,1252
2018,Z,85+,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,95,1560
2018,Z,85+,CZ0208,Nymburk,CZ020,Středočeský kraj,53,1197
2018,Z,85+,CZ0209,Praha-východ,CZ020,Středočeský kraj,74,1607
2018,Z,85+,CZ020A,Praha-západ,CZ020,Středočeský kraj,59,1362
2018,Z,85+,CZ020B,Příbram,CZ020,Středočeský kraj,65,1543
2018,Z,85+,CZ020C,Rakovník,CZ020,Středočeský kraj,31,703
2018,Z,85+,CZ0311,České Budějovice,CZ031,Jihočeský kraj,101,2532
2018,Z,85+,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,30,571
2018,Z,85+,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,48,1276
2018,Z,85+,CZ0314,Písek,CZ031,Jihočeský kraj,24,1145
2018,Z,85+,CZ0315,Prachatice,CZ031,Jihočeský kraj,15,618
2018,Z,85+,CZ0316,Strakonice,CZ031,Jihočeský kraj,15,944
2018,Z,85+,CZ0317,Tábor,CZ031,Jihočeský kraj,77,1554
2018,Z,85+,CZ0321,Domažlice,CZ032,Plzeňský kraj,25,711
2018,Z,85+,CZ0322,Klatovy,CZ032,Plzeňský kraj,48,1223
2018,Z,85+,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,192,2700
2018,Z,85+,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,38,795
2018,Z,85+,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,38,856
2018,Z,85+,CZ0326,Rokycany,CZ032,Plzeňský kraj,22,641
2018,Z,85+,CZ0327,Tachov,CZ032,Plzeňský kraj,39,474
2018,Z,85+,CZ0411,Cheb,CZ041,Karlovarský kraj,35,1041
2018,Z,85+,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,117,1476
2018,Z,85+,CZ0413,Sokolov,CZ041,Karlovarský kraj,41,754
2018,Z,85+,CZ0421,Děčín,CZ042,Ústecký kraj,66,1462
2018,Z,85+,CZ0422,Chomutov,CZ042,Ústecký kraj,47,1096
2018,Z,85+,CZ0423,Litoměřice,CZ042,Ústecký kraj,73,1417
2018,Z,85+,CZ0424,Louny,CZ042,Ústecký kraj,34,902
2018,Z,85+,CZ0425,Most,CZ042,Ústecký kraj,36,1088
2018,Z,85+,CZ0426,Teplice,CZ042,Ústecký kraj,36,1269
2018,Z,85+,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,81,1436
2018,Z,85+,CZ0511,Česká Lípa,CZ051,Liberecký kraj,27,1024
2018,Z,85+,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,51,1251
2018,Z,85+,CZ0513,Liberec,CZ051,Liberecký kraj,90,2109
2018,Z,85+,CZ0514,Semily,CZ051,Liberecký kraj,55,1162
2018,Z,85+,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,102,2585
2018,Z,85+,CZ0522,Jičín,CZ052,Královéhradecký kraj,54,1236
2018,Z,85+,CZ0523,Náchod,CZ052,Královéhradecký kraj,67,1630
2018,Z,85+,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,46,1125
2018,Z,85+,CZ0525,Trutnov,CZ052,Královéhradecký kraj,59,1554
2018,Z,85+,CZ0531,Chrudim,CZ053,Pardubický kraj,41,1486
2018,Z,85+,CZ0532,Pardubice,CZ053,Pardubický kraj,108,2608
2018,Z,85+,CZ0533,Svitavy,CZ053,Pardubický kraj,53,1366
2018,Z,85+,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,63,1814
2018,Z,85+,CZ0631,Havlíčkův Brod,CZ063,Vysočina,53,1350
2018,Z,85+,CZ0632,Jihlava,CZ063,Vysočina,67,1622
2018,Z,85+,CZ0633,Pelhřimov,CZ063,Vysočina,34,1044
2018,Z,85+,CZ0634,Třebíč,CZ063,Vysočina,56,1706
2018,Z,85+,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,52,1556
2018,Z,85+,CZ0641,Blansko,CZ064,Jihomoravský kraj,49,1619
2018,Z,85+,CZ0642,Brno-město,CZ064,Jihomoravský kraj,367,6606
2018,Z,85+,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,97,2859
2018,Z,85+,CZ0644,Břeclav,CZ064,Jihomoravský kraj,26,1495
2018,Z,85+,CZ0645,Hodonín,CZ064,Jihomoravský kraj,37,2256
2018,Z,85+,CZ0646,Vyškov,CZ064,Jihomoravský kraj,40,1250
2018,Z,85+,CZ0647,Znojmo,CZ064,Jihomoravský kraj,35,1579
2018,Z,85+,CZ0711,Jeseník,CZ071,Olomoucký kraj,12,477
2018,Z,85+,CZ0712,Olomouc,CZ071,Olomoucký kraj,215,3410
2018,Z,85+,CZ0713,Prostějov,CZ071,Olomoucký kraj,68,1636
2018,Z,85+,CZ0714,Přerov,CZ071,Olomoucký kraj,67,1845
2018,Z,85+,CZ0715,Šumperk,CZ071,Olomoucký kraj,157,1689
2018,Z,85+,CZ0721,Kroměříž,CZ072,Zlínský kraj,51,1650
2018,Z,85+,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,70,2207
2018,Z,85+,CZ0723,Vsetín,CZ072,Zlínský kraj,88,1976
2018,Z,85+,CZ0724,Zlín,CZ072,Zlínský kraj,115,3010
2018,Z,85+,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,37,1056
2018,Z,85+,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,86,2742
2018,Z,85+,CZ0803,Karviná,CZ080,Moravskoslezský kraj,113,3043
2018,Z,85+,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,55,1829
2018,Z,85+,CZ0805,Opava,CZ080,Moravskoslezský kraj,67,2269
2018,Z,85+,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,209,4252
2019,Z,15-19,CZ0100,Praha,CZ010,Hlavní město Praha,4655,24400
2019,Z,15-19,CZ0201,Benešov,CZ020,Středočeský kraj,648,2238
2019,Z,15-19,CZ0202,Beroun,CZ020,Středočeský kraj,552,2046
2019,Z,15-19,CZ0203,Kladno,CZ020,Středočeský kraj,989,3634
2019,Z,15-19,CZ0204,Kolín,CZ020,Středočeský kraj,632,2174
2019,Z,15-19,CZ0205,Kutná Hora,CZ020,Středočeský kraj,491,1564
2019,Z,15-19,CZ0206,Mělník,CZ020,Středočeský kraj,685,2495
2019,Z,15-19,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,806,2703
2019,Z,15-19,CZ0208,Nymburk,CZ020,Středočeský kraj,597,2322
2019,Z,15-19,CZ0209,Praha-východ,CZ020,Středočeský kraj,1108,4364
2019,Z,15-19,CZ020A,Praha-západ,CZ020,Středočeský kraj,762,3592
2019,Z,15-19,CZ020B,Příbram,CZ020,Středočeský kraj,731,2591
2019,Z,15-19,CZ020C,Rakovník,CZ020,Středočeský kraj,388,1196
2019,Z,15-19,CZ0311,České Budějovice,CZ031,Jihočeský kraj,1125,4151
2019,Z,15-19,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,492,1456
2019,Z,15-19,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,658,2057
2019,Z,15-19,CZ0314,Písek,CZ031,Jihočeský kraj,419,1582
2019,Z,15-19,CZ0315,Prachatice,CZ031,Jihočeský kraj,331,1191
2019,Z,15-19,CZ0316,Strakonice,CZ031,Jihočeský kraj,448,1612
2019,Z,15-19,CZ0317,Tábor,CZ031,Jihočeský kraj,657,2322
2019,Z,15-19,CZ0321,Domažlice,CZ032,Plzeňský kraj,452,1486
2019,Z,15-19,CZ0322,Klatovy,CZ032,Plzeňský kraj,516,1964
2019,Z,15-19,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,1017,3823
2019,Z,15-19,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,454,1326
2019,Z,15-19,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,568,1816
2019,Z,15-19,CZ0326,Rokycany,CZ032,Plzeňský kraj,303,1055
2019,Z,15-19,CZ0327,Tachov,CZ032,Plzeňský kraj,362,1193
2019,Z,15-19,CZ0411,Cheb,CZ041,Karlovarský kraj,658,2133
2019,Z,15-19,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,827,2469
2019,Z,15-19,CZ0413,Sokolov,CZ041,Karlovarský kraj,737,1985
2019,Z,15-19,CZ0421,Děčín,CZ042,Ústecký kraj,1035,3173
2019,Z,15-19,CZ0422,Chomutov,CZ042,Ústecký kraj,983,3016
2019,Z,15-19,CZ0423,Litoměřice,CZ042,Ústecký kraj,892,2729
2019,Z,15-19,CZ0424,Louny,CZ042,Ústecký kraj,674,2021
2019,Z,15-19,CZ0425,Most,CZ042,Ústecký kraj,845,2629
2019,Z,15-19,CZ0426,Teplice,CZ042,Ústecký kraj,911,2997
2019,Z,15-19,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,841,2942
2019,Z,15-19,CZ0511,Česká Lípa,CZ051,Liberecký kraj,790,2402
2019,Z,15-19,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,574,1990
2019,Z,15-19,CZ0513,Liberec,CZ051,Liberecký kraj,1150,4053
2019,Z,15-19,CZ0514,Semily,CZ051,Liberecký kraj,449,1603
2019,Z,15-19,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,954,3374
2019,Z,15-19,CZ0522,Jičín,CZ052,Královéhradecký kraj,535,1736
2019,Z,15-19,CZ0523,Náchod,CZ052,Královéhradecký kraj,807,2574
2019,Z,15-19,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,552,1862
2019,Z,15-19,CZ0525,Trutnov,CZ052,Královéhradecký kraj,784,2635
2019,Z,15-19,CZ0531,Chrudim,CZ053,Pardubický kraj,707,2307
2019,Z,15-19,CZ0532,Pardubice,CZ053,Pardubický kraj,962,3519
2019,Z,15-19,CZ0533,Svitavy,CZ053,Pardubický kraj,650,2478
2019,Z,15-19,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,717,3181
2019,Z,15-19,CZ0631,Havlíčkův Brod,CZ063,Vysočina,547,2121
2019,Z,15-19,CZ0632,Jihlava,CZ063,Vysočina,610,2477
2019,Z,15-19,CZ0633,Pelhřimov,CZ063,Vysočina,449,1640
2019,Z,15-19,CZ0634,Třebíč,CZ063,Vysočina,663,2506
2019,Z,15-19,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,612,2769
2019,Z,15-19,CZ0641,Blansko,CZ064,Jihomoravský kraj,533,2329
2019,Z,15-19,CZ0642,Brno-město,CZ064,Jihomoravský kraj,1681,7343
2019,Z,15-19,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,1254,5007
2019,Z,15-19,CZ0644,Břeclav,CZ064,Jihomoravský kraj,667,2406
2019,Z,15-19,CZ0645,Hodonín,CZ064,Jihomoravský kraj,772,3267
2019,Z,15-19,CZ0646,Vyškov,CZ064,Jihomoravský kraj,540,2004
2019,Z,15-19,CZ0647,Znojmo,CZ064,Jihomoravský kraj,809,2561
2019,Z,15-19,CZ0711,Jeseník,CZ071,Olomoucký kraj,208,881
2019,Z,15-19,CZ0712,Olomouc,CZ071,Olomoucký kraj,1383,5085
2019,Z,15-19,CZ0713,Prostějov,CZ071,Olomoucký kraj,728,2483
2019,Z,15-19,CZ0714,Přerov,CZ071,Olomoucký kraj,812,2805
2019,Z,15-19,CZ0715,Šumperk,CZ071,Olomoucký kraj,848,2679
2019,Z,15-19,CZ0721,Kroměříž,CZ072,Zlínský kraj,669,2312
2019,Z,15-19,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,797,3088
2019,Z,15-19,CZ0723,Vsetín,CZ072,Zlínský kraj,731,3125
2019,Z,15-19,CZ0724,Zlín,CZ072,Zlínský kraj,1054,4173
2019,Z,15-19,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,723,2178
2019,Z,15-19,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,1128,4904
2019,Z,15-19,CZ0803,Karviná,CZ080,Moravskoslezský kraj,1482,5271
2019,Z,15-19,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,893,3470
2019,Z,15-19,CZ0805,Opava,CZ080,Moravskoslezský kraj,1087,3991
2019,Z,15-19,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,1856,6971
2019,Z,20-24,CZ0100,Praha,CZ010,Hlavní město Praha,11238,27132
2019,Z,20-24,CZ0201,Benešov,CZ020,Středočeský kraj,1183,2091
2019,Z,20-24,CZ0202,Beroun,CZ020,Středočeský kraj,1061,1907
2019,Z,20-24,CZ0203,Kladno,CZ020,Středočeský kraj,2045,3515
2019,Z,20-24,CZ0204,Kolín,CZ020,Středočeský kraj,1283,2099
2019,Z,20-24,CZ0205,Kutná Hora,CZ020,Středočeský kraj,962,1691
2019,Z,20-24,CZ0206,Mělník,CZ020,Středočeský kraj,1321,2334
2019,Z,20-24,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,1636,2716
2019,Z,20-24,CZ0208,Nymburk,CZ020,Středočeský kraj,1115,2140
2019,Z,20-24,CZ0209,Praha-východ,CZ020,Středočeský kraj,1959,3591
2019,Z,20-24,CZ020A,Praha-západ,CZ020,Středočeský kraj,1490,2957
2019,Z,20-24,CZ020B,Příbram,CZ020,Středočeský kraj,1502,2571
2019,Z,20-24,CZ020C,Rakovník,CZ020,Středočeský kraj,754,1214
2019,Z,20-24,CZ0311,České Budějovice,CZ031,Jihočeský kraj,2430,4166
2019,Z,20-24,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,860,1403
2019,Z,20-24,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1229,2116
2019,Z,20-24,CZ0314,Písek,CZ031,Jihočeský kraj,882,1619
2019,Z,20-24,CZ0315,Prachatice,CZ031,Jihočeský kraj,630,1164
2019,Z,20-24,CZ0316,Strakonice,CZ031,Jihočeský kraj,884,1525
2019,Z,20-24,CZ0317,Tábor,CZ031,Jihočeský kraj,1264,2232
2019,Z,20-24,CZ0321,Domažlice,CZ032,Plzeňský kraj,721,1339
2019,Z,20-24,CZ0322,Klatovy,CZ032,Plzeňský kraj,1088,1932
2019,Z,20-24,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,2073,3945
2019,Z,20-24,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,865,1378
2019,Z,20-24,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1051,1796
2019,Z,20-24,CZ0326,Rokycany,CZ032,Plzeňský kraj,642,1068
2019,Z,20-24,CZ0327,Tachov,CZ032,Plzeňský kraj,707,1238
2019,Z,20-24,CZ0411,Cheb,CZ041,Karlovarský kraj,1123,2066
2019,Z,20-24,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1374,2390
2019,Z,20-24,CZ0413,Sokolov,CZ041,Karlovarský kraj,1228,2110
2019,Z,20-24,CZ0421,Děčín,CZ042,Ústecký kraj,1746,3058
2019,Z,20-24,CZ0422,Chomutov,CZ042,Ústecký kraj,1755,2977
2019,Z,20-24,CZ0423,Litoměřice,CZ042,Ústecký kraj,1555,2585
2019,Z,20-24,CZ0424,Louny,CZ042,Ústecký kraj,1198,2025
2019,Z,20-24,CZ0425,Most,CZ042,Ústecký kraj,1459,2569
2019,Z,20-24,CZ0426,Teplice,CZ042,Ústecký kraj,1674,2976
2019,Z,20-24,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,1625,2758
2019,Z,20-24,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1351,2459
2019,Z,20-24,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1069,2014
2019,Z,20-24,CZ0513,Liberec,CZ051,Liberecký kraj,2288,3939
2019,Z,20-24,CZ0514,Semily,CZ051,Liberecký kraj,964,1638
2019,Z,20-24,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,1965,3539
2019,Z,20-24,CZ0522,Jičín,CZ052,Královéhradecký kraj,1115,1768
2019,Z,20-24,CZ0523,Náchod,CZ052,Královéhradecký kraj,1578,2595
2019,Z,20-24,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1094,1794
2019,Z,20-24,CZ0525,Trutnov,CZ052,Královéhradecký kraj,1510,2608
2019,Z,20-24,CZ0531,Chrudim,CZ053,Pardubický kraj,1520,2455
2019,Z,20-24,CZ0532,Pardubice,CZ053,Pardubický kraj,2225,3764
2019,Z,20-24,CZ0533,Svitavy,CZ053,Pardubický kraj,1453,2499
2019,Z,20-24,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,1919,3327
2019,Z,20-24,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1250,2189
2019,Z,20-24,CZ0632,Jihlava,CZ063,Vysočina,1390,2555
2019,Z,20-24,CZ0633,Pelhřimov,CZ063,Vysočina,996,1672
2019,Z,20-24,CZ0634,Třebíč,CZ063,Vysočina,1553,2606
2019,Z,20-24,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,1589,2922
2019,Z,20-24,CZ0641,Blansko,CZ064,Jihomoravský kraj,1278,2400
2019,Z,20-24,CZ0642,Brno-město,CZ064,Jihomoravský kraj,3789,7616
2019,Z,20-24,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,2549,4706
2019,Z,20-24,CZ0644,Břeclav,CZ064,Jihomoravský kraj,1349,2478
2019,Z,20-24,CZ0645,Hodonín,CZ064,Jihomoravský kraj,1774,3430
2019,Z,20-24,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1196,2012
2019,Z,20-24,CZ0647,Znojmo,CZ064,Jihomoravský kraj,1498,2652
2019,Z,20-24,CZ0711,Jeseník,CZ071,Olomoucký kraj,429,898
2019,Z,20-24,CZ0712,Olomouc,CZ071,Olomoucký kraj,2768,5127
2019,Z,20-24,CZ0713,Prostějov,CZ071,Olomoucký kraj,1415,2422
2019,Z,20-24,CZ0714,Přerov,CZ071,Olomoucký kraj,1705,2934
2019,Z,20-24,CZ0715,Šumperk,CZ071,Olomoucký kraj,1612,2736
2019,Z,20-24,CZ0721,Kroměříž,CZ072,Zlínský kraj,1357,2374
2019,Z,20-24,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,1779,3214
2019,Z,20-24,CZ0723,Vsetín,CZ072,Zlínský kraj,1748,3357
2019,Z,20-24,CZ0724,Zlín,CZ072,Zlínský kraj,2204,4077
2019,Z,20-24,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1200,2222
2019,Z,20-24,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,2600,4902
2019,Z,20-24,CZ0803,Karviná,CZ080,Moravskoslezský kraj,3206,5729
2019,Z,20-24,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,1944,3558
2019,Z,20-24,CZ0805,Opava,CZ080,Moravskoslezský kraj,2332,4028
2019,Z,20-24,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,3871,7188
2019,Z,25-29,CZ0100,Praha,CZ010,Hlavní město Praha,22893,41219
2019,Z,25-29,CZ0201,Benešov,CZ020,Středočeský kraj,1691,2784
2019,Z,25-29,CZ0202,Beroun,CZ020,Středočeský kraj,1509,2515
2019,Z,25-29,CZ0203,Kladno,CZ020,Středočeský kraj,2944,4808
2019,Z,25-29,CZ0204,Kolín,CZ020,Středočeský kraj,1846,2903
2019,Z,25-29,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1403,2196
2019,Z,25-29,CZ0206,Mělník,CZ020,Středočeský kraj,1954,3247
2019,Z,25-29,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2534,3829
2019,Z,25-29,CZ0208,Nymburk,CZ020,Středočeský kraj,1649,2822
2019,Z,25-29,CZ0209,Praha-východ,CZ020,Středočeský kraj,2854,4711
2019,Z,25-29,CZ020A,Praha-západ,CZ020,Středočeský kraj,2131,3858
2019,Z,25-29,CZ020B,Příbram,CZ020,Středočeský kraj,1960,3163
2019,Z,25-29,CZ020C,Rakovník,CZ020,Středočeský kraj,1002,1554
2019,Z,25-29,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3806,5998
2019,Z,25-29,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1114,1783
2019,Z,25-29,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1645,2606
2019,Z,25-29,CZ0314,Písek,CZ031,Jihočeský kraj,1251,2068
2019,Z,25-29,CZ0315,Prachatice,CZ031,Jihočeský kraj,898,1525
2019,Z,25-29,CZ0316,Strakonice,CZ031,Jihočeský kraj,1213,1983
2019,Z,25-29,CZ0317,Tábor,CZ031,Jihočeský kraj,1842,2979
2019,Z,25-29,CZ0321,Domažlice,CZ032,Plzeňský kraj,1059,1835
2019,Z,25-29,CZ0322,Klatovy,CZ032,Plzeňský kraj,1416,2386
2019,Z,25-29,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3452,5677
2019,Z,25-29,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1219,1779
2019,Z,25-29,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1462,2373
2019,Z,25-29,CZ0326,Rokycany,CZ032,Plzeňský kraj,922,1445
2019,Z,25-29,CZ0327,Tachov,CZ032,Plzeňský kraj,919,1639
2019,Z,25-29,CZ0411,Cheb,CZ041,Karlovarský kraj,1463,2641
2019,Z,25-29,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1852,3212
